,code,road,desc,lat,lng,in_WD,in_H,out_WD,out_H,SUBZONE_N,SUBZONE_C,PLN_AREA_N,PLN_AREA_C,REGION_N,REGION_C
2793,53279,Bishan St 13,Kuo Chuan Presby Sch,1.34970265350038,103.85391302825673,423.23333333333335,60.5,787.0833333333334,180.66666666666666,BISHAN EAST,BSSZ03,BISHAN,BS,CENTRAL REGION,CR
2794,53281,Bishan St 13,Blk 169,1.34665638902153,103.85432083296934,1360.9333333333334,522.85,546.2666666666667,201.51666666666668,BISHAN EAST,BSSZ03,BISHAN,BS,CENTRAL REGION,CR
2795,53289,Bishan St 13,Zion Bible Presby Ch,1.347206111,103.8545811,473.15,169.41666666666666,1225.4333333333334,455.03333333333336,BISHAN EAST,BSSZ03,BISHAN,BS,CENTRAL REGION,CR
2796,53291,Shunfu Rd,Shunfu Mart,1.35231394964571,103.8371139764859,203.44827586206895,97.05084745762711,184.10344827586206,64.45762711864407,UPPER THOMSON,BSSZ01,BISHAN,BS,CENTRAL REGION,CR
2797,53299,Shunfu Rd,Blk 314,1.35174011670427,103.83794546128104,105.04918032786885,44.728813559322035,185.27868852459017,84.8135593220339,UPPER THOMSON,BSSZ01,BISHAN,BS,CENTRAL REGION,CR
2798,53301,Bishan St 21,Raffles Instn,1.373456,103.828658,28.36842105263158,6.736842105263158,17.36842105263158,3.087719298245614,SEMBAWANG HILLS,AMSZ07,ANG MO KIO,AM,NORTH-EAST REGION,NER
2799,53309,Bishan St 21,Opp Raffles Instn,1.34849137843448,103.8452725001234,27.75862068965517,5.2,35.96551724137931,11.654545454545454,MARYMOUNT,BSSZ02,BISHAN,BS,CENTRAL REGION,CR
2800,53311,Bishan St 21,Opp Bosch,1.34684500003106,103.84162388899554,121.86666666666666,15.741379310344827,80.61666666666666,12.327586206896552,MARYMOUNT,BSSZ02,BISHAN,BS,CENTRAL REGION,CR
2801,53319,Bishan St 21,Bosch,1.34722500001495,103.8412483330228,59.016666666666666,11.827586206896552,112.35,20.70689655172414,MARYMOUNT,BSSZ02,BISHAN,BS,CENTRAL REGION,CR
2802,53321,Sin Ming Ave,Opp Eunoia JC,1.36135,103.8402947,244.55737704918033,62.083333333333336,377.42622950819674,87.73333333333333,UPPER THOMSON,BSSZ01,BISHAN,BS,CENTRAL REGION,CR
2803,53329,Sin Ming Ave,Eunoia JC,1.36153970079158,103.84049549859829,269.4761904761905,56.35,249.74603174603175,62.63333333333333,UPPER THOMSON,BSSZ01,BISHAN,BS,CENTRAL REGION,CR
2804,53331,Sin Ming Ave,Bef Bright Hill Tp,1.36285472197724,103.83701277802122,65.21666666666667,28.203389830508474,223.25,109.08474576271186,UPPER THOMSON,BSSZ01,BISHAN,BS,CENTRAL REGION,CR
2805,53339,Sin Ming Ave,Opp Bright Hill Tp,1.36312998205072,103.8367836110905,244.19354838709677,124.23333333333333,51.564516129032256,19.066666666666666,UPPER THOMSON,BSSZ01,BISHAN,BS,CENTRAL REGION,CR
2806,53341,Sin Ming Ave,Blk 407,1.36355638900203,103.83394166697735,490.56666666666666,180.73333333333332,1164.3,432.6166666666667,UPPER THOMSON,BSSZ01,BISHAN,BS,CENTRAL REGION,CR
2807,53349,Sin Ming Ave,Opp Blk 407,1.3637398272719,103.83379317461136,914.5714285714286,363.3333333333333,372.1746031746032,138.87301587301587,UPPER THOMSON,BSSZ01,BISHAN,BS,CENTRAL REGION,CR
2808,53351,Sin Ming Ave,Ai Tong Sch,1.36080972198475,103.83211750001261,461.8196721311475,71.60655737704919,976.672131147541,169.59016393442624,UPPER THOMSON,BSSZ01,BISHAN,BS,CENTRAL REGION,CR
2809,53359,Sin Ming Ave,Opp Ai Tong Sch,1.36125666702141,103.83196166697407,815.063492063492,152.5079365079365,368.04761904761904,81.74603174603175,UPPER THOMSON,BSSZ01,BISHAN,BS,CENTRAL REGION,CR
2810,53361,Sin Ming Ave,Blk 454,1.35929833296604,103.83032083300758,647.8253968253969,232.40322580645162,671.7936507936508,260.2258064516129,UPPER THOMSON,BSSZ01,BISHAN,BS,CENTRAL REGION,CR
2811,53369,Sin Ming Ave,Opp Blk 454,1.35947344252352,103.8301455974542,587.3174603174604,235.84126984126985,711.7142857142857,245.79365079365078,UPPER THOMSON,BSSZ01,BISHAN,BS,CENTRAL REGION,CR
2812,53371,Bishan St 22,Blk 257,1.35994333341045,103.84379568310376,636.1666666666666,224.85,997.1666666666666,344.96666666666664,MARYMOUNT,BSSZ02,BISHAN,BS,CENTRAL REGION,CR
2813,53379,Bishan St 22,Blk 245,1.36018670154842,103.84386020713477,1336.8095238095239,461.6031746031746,777.1428571428571,268.07936507936506,MARYMOUNT,BSSZ02,BISHAN,BS,CENTRAL REGION,CR
2814,53381,Bishan St 22,Bishan Nth Shop Mall,1.35830432828214,103.84496212009292,2117.4,760.4833333333333,3956.366666666667,1373.05,MARYMOUNT,BSSZ02,BISHAN,BS,CENTRAL REGION,CR
2815,53389,Bishan St 22,Opp Bishan Nth Shop Mall,1.35804473736933,103.84516933880761,3025.9841269841268,1136.7619047619048,1551.3968253968253,592.5396825396825,MARYMOUNT,BSSZ02,BISHAN,BS,CENTRAL REGION,CR
2816,53391,Bishan St 22,Opp Blk 203,1.35444291744538,103.84696320325273,335.8666666666667,88.93333333333334,828.0333333333333,184.56666666666666,MARYMOUNT,BSSZ02,BISHAN,BS,CENTRAL REGION,CR
2817,53399,Bishan St 22,Blk 202,1.35464002820911,103.8470163249439,1020.6984126984127,264.35483870967744,343.46031746031747,104.3225806451613,MARYMOUNT,BSSZ02,BISHAN,BS,CENTRAL REGION,CR
2818,53401,Bishan St 12,Guangyang Sec Sch,1.3454166669782,103.85048888897714,174.01666666666668,34.81666666666667,449.8333333333333,88.68333333333334,BISHAN EAST,BSSZ03,BISHAN,BS,CENTRAL REGION,CR
2819,53409,Bishan St 12,Blk 131,1.34534609724691,103.85126805621526,341.9166666666667,92.39655172413794,89.81666666666666,28.017241379310345,BISHAN EAST,BSSZ03,BISHAN,BS,CENTRAL REGION,CR
2820,53419,Bishan St 12,Opp Guangyang Pr Sch,1.34639996494893,103.84980877522956,115.39344262295081,17.20689655172414,137.0,36.10344827586207,BISHAN EAST,BSSZ03,BISHAN,BS,CENTRAL REGION,CR
2821,53421,Bishan St 11,BLK 151A MKT,1.345658889,103.8553811,210.89473684210526,99.80357142857143,215.78947368421052,95.85714285714286,BISHAN EAST,BSSZ03,BISHAN,BS,CENTRAL REGION,CR
2822,54009,Ang Mo Kio Ave 8,Ang Mo Kio Int,1.36968769913339,103.84856716193268,17794.68181818182,6654.430769230769,14668.666666666666,5642.830769230769,ANG MO KIO TOWN CENTRE,AMSZ01,ANG MO KIO,AM,NORTH-EAST REGION,NER
2823,54011,Ang Mo Kio Ave 6,Blk 207,1.36567044820875,103.84341042482097,1926.622950819672,611.7903225806451,2127.9508196721313,701.0645161290323,SHANGRI-LA,AMSZ05,ANG MO KIO,AM,NORTH-EAST REGION,NER
2824,54019,Ang Mo Kio Ave 6,Blk 307A,1.36618666697727,103.84418333302729,2204.065573770492,739.1166666666667,1773.8688524590164,644.0666666666667,TOWNSVILLE,AMSZ04,ANG MO KIO,AM,NORTH-EAST REGION,NER
2825,54031,Ang Mo Kio Ave 6,Opp Al-Muttaqin Mque,1.37008641040706,103.84534111753092,910.1666666666666,329.96666666666664,1144.4666666666667,423.8333333333333,KEBUN BAHRU,AMSZ06,ANG MO KIO,AM,NORTH-EAST REGION,NER
2826,54039,Ang Mo Kio Ave 6,Bef Al-Muttaqin Mque,1.37091786093364,103.84563650364578,1049.0333333333333,388.51666666666665,778.35,297.78333333333336,ANG MO KIO TOWN CENTRE,AMSZ01,ANG MO KIO,AM,NORTH-EAST REGION,NER
2827,54041,Ang Mo Kio Ave 6,Opp Courts Ang Mo Kio,1.373558,103.844975,264.3103448275862,88.57894736842105,428.1896551724138,107.29824561403508,KEBUN BAHRU,AMSZ06,ANG MO KIO,AM,NORTH-EAST REGION,NER
2828,54049,Ang Mo Kio Ave 6,Courts Ang Mo Kio,1.37350472194557,103.84532571985918,521.55,151.23333333333332,845.3166666666667,290.8666666666667,ANG MO KIO TOWN CENTRE,AMSZ01,ANG MO KIO,AM,NORTH-EAST REGION,NER
2829,54051,Ang Mo Kio Ave 6,Bef Ang Mo Kio Ave 5,1.376444,103.844638,63.28813559322034,20.017241379310345,120.05084745762711,45.55172413793103,KEBUN BAHRU,AMSZ06,ANG MO KIO,AM,NORTH-EAST REGION,NER
2830,54059,Ang Mo Kio Ave 6,Bef Ang Mo Kio Lib,1.3762849891494,103.84498299185917,235.67796610169492,66.70491803278688,204.3728813559322,56.885245901639344,ANG MO KIO TOWN CENTRE,AMSZ01,ANG MO KIO,AM,NORTH-EAST REGION,NER
2831,54061,Ang Mo Kio Ave 1,Blk 244,1.36728801688172,103.83404076959498,456.26984126984127,166.88888888888889,319.7142857142857,124.7936507936508,SHANGRI-LA,AMSZ05,ANG MO KIO,AM,NORTH-EAST REGION,NER
2832,54069,Ang Mo Kio Ave 1,Opp Blk 244,1.36691997150676,103.83405562626137,234.24561403508773,92.84210526315789,226.73684210526315,92.26315789473684,UPPER THOMSON,BSSZ01,BISHAN,BS,CENTRAL REGION,CR
2833,54071,Ang Mo Kio Ave 1,Blk 310C,1.36433664907741,103.84490672378502,542.5,217.33870967741936,426.46774193548384,163.7258064516129,TOWNSVILLE,AMSZ04,ANG MO KIO,AM,NORTH-EAST REGION,NER
2834,54079,Ang Mo Kio Ave 1,OPP BLK 315,1.36389805596869,103.84585916699372,100.7,47.81967213114754,167.48333333333332,65.42622950819673,MARYMOUNT,BSSZ02,BISHAN,BS,CENTRAL REGION,CR
2835,54081,Ang Mo Kio Ave 1,TECK GHEE CT,1.36358972199933,103.84786694396756,1118.9344262295083,491.40983606557376,748.3770491803278,324.6885245901639,TOWNSVILLE,AMSZ04,ANG MO KIO,AM,NORTH-EAST REGION,NER
2836,54089,Ang Mo Kio Ave 1,OPP ANG MO KIO SWIM CPLX,1.36297001065247,103.8484911674186,238.48333333333332,113.49180327868852,488.85,213.52459016393442,MARYMOUNT,BSSZ02,BISHAN,BS,CENTRAL REGION,CR
2837,54091,Ang Mo Kio Ave 1,BLK 331,1.36167975047647,103.85092799797833,355.0952380952381,145.47540983606558,263.22222222222223,111.88524590163935,TOWNSVILLE,AMSZ04,ANG MO KIO,AM,NORTH-EAST REGION,NER
2838,54099,Ang Mo Kio Ave 1,OPP BLK 333,1.36118777797342,103.85104805596895,110.2258064516129,38.42857142857143,170.29032258064515,71.76190476190476,MARYMOUNT,BSSZ02,BISHAN,BS,CENTRAL REGION,CR
2839,54101,Ang Mo Kio Ave 1,Aft Ang Mo Kio Ave 10,1.35732097800984,103.85465761724518,718.0333333333333,143.52459016393442,583.3,119.90163934426229,CHONG BOON,AMSZ03,ANG MO KIO,AM,NORTH-EAST REGION,NER
2840,54109,Ang Mo Kio Ave 1,Bef Ang Mo Kio Ave 10,1.35708169204878,103.85433890252277,185.04761904761904,37.904761904761905,348.57142857142856,66.92063492063492,BISHAN EAST,BSSZ03,BISHAN,BS,CENTRAL REGION,CR
2841,54161,Ang Mo Kio St 11,Opp Blk 255,1.37107664581619,103.83482933088284,330.01666666666665,113.56666666666666,88.78333333333333,18.366666666666667,KEBUN BAHRU,AMSZ06,ANG MO KIO,AM,NORTH-EAST REGION,NER
2842,54169,Ang Mo Kio St 11,Blk 255,1.37089833300275,103.83476694396748,152.26984126984127,46.87301587301587,517.5238095238095,183.68253968253967,SHANGRI-LA,AMSZ05,ANG MO KIO,AM,NORTH-EAST REGION,NER
2843,54181,Ang Mo Kio Ave 4,BLK 258,1.37053305192374,103.83653495602837,823.2063492063492,281.14285714285717,1813.8412698412699,624.3968253968254,SHANGRI-LA,AMSZ05,ANG MO KIO,AM,NORTH-EAST REGION,NER
2844,54189,Ang Mo Kio Ave 4,BLK 110,1.37046966291161,103.83679073259783,1658.888888888889,606.984126984127,579.4603174603175,196.4920634920635,KEBUN BAHRU,AMSZ06,ANG MO KIO,AM,NORTH-EAST REGION,NER
2845,54191,Ang Mo Kio Ave 4,BLK 170,1.37447193336668,103.83756404776227,679.8095238095239,204.4920634920635,1869.7777777777778,649.5873015873016,KEBUN BAHRU,AMSZ06,ANG MO KIO,AM,NORTH-EAST REGION,NER
2846,54199,Ang Mo Kio Ave 4,BLK 163,1.37430000000968,103.83767277798232,1727.4126984126983,611.015873015873,808.1428571428571,295.9047619047619,KEBUN BAHRU,AMSZ06,ANG MO KIO,AM,NORTH-EAST REGION,NER
2847,54201,Ang Mo Kio Ave 4,OPP BLK 155,1.37608498575075,103.83927614239282,513.7301587301587,206.5873015873016,789.6190476190476,290.92063492063494,KEBUN BAHRU,AMSZ06,ANG MO KIO,AM,NORTH-EAST REGION,NER
2848,54209,Ang Mo Kio Ave 4,BET BLKS 152/155,1.37638119735545,103.83952322759048,1075.7619047619048,408.3015873015873,393.6507936507937,147.3015873015873,KEBUN BAHRU,AMSZ06,ANG MO KIO,AM,NORTH-EAST REGION,NER
2849,54211,Ang Mo Kio Ave 3,MAYFLOWER SEC SCH,1.36861222198461,103.83634833298527,850.0,210.03174603174602,968.6507936507936,316.6666666666667,SHANGRI-LA,AMSZ05,ANG MO KIO,AM,NORTH-EAST REGION,NER
2850,54219,Ang Mo Kio Ave 3,OPP MAYFLOWER SEC SCH,1.36880777071199,103.83679395921905,1121.280701754386,390.89473684210526,1219.0701754385964,414.82456140350877,SHANGRI-LA,AMSZ05,ANG MO KIO,AM,NORTH-EAST REGION,NER
2851,54221,Ang Mo Kio Ave 3,Opp Ang Mo Kio Pr Sch,1.36995608006054,103.83959341119167,1291.8095238095239,388.36507936507934,698.4126984126984,172.53968253968253,KEBUN BAHRU,AMSZ06,ANG MO KIO,AM,NORTH-EAST REGION,NER
2852,54229,Ang Mo Kio Ave 3,Ang Mo Kio Pr Sch,1.36960577947339,103.83993274827546,801.8095238095239,198.3968253968254,1377.4126984126983,436.3174603174603,SHANGRI-LA,AMSZ05,ANG MO KIO,AM,NORTH-EAST REGION,NER
2853,54231,Ang Mo Kio Ave 3,Blk 129,1.36966012463918,103.84193909880943,1570.873015873016,544.2222222222222,786.1269841269841,239.12698412698413,KEBUN BAHRU,AMSZ06,ANG MO KIO,AM,NORTH-EAST REGION,NER
2854,54239,Ang Mo Kio Ave 3,Blk 209,1.369186093503,103.84332015576305,868.6507936507936,256.1904761904762,1509.3174603174602,475.6666666666667,SHANGRI-LA,AMSZ05,ANG MO KIO,AM,NORTH-EAST REGION,NER
2855,54241,Ang Mo Kio Ave 3,Blk 700B,1.36913518643274,103.84618005827467,2599.515625,902.5238095238095,5164.78125,1886.3809523809523,ANG MO KIO TOWN CENTRE,AMSZ01,ANG MO KIO,AM,NORTH-EAST REGION,NER
2856,54247,Ang Mo Kio Ave 3,Blk 322,1.36873836498602,103.84719306132868,897.3333333333334,280.1111111111111,423.3015873015873,163.0,TOWNSVILLE,AMSZ04,ANG MO KIO,AM,NORTH-EAST REGION,NER
2857,54248,Ang Mo Kio Ave 3,Blk 324,1.36875490594243,103.84661006967286,3511.8615384615387,1273.8153846153846,1938.8153846153846,670.7538461538461,TOWNSVILLE,AMSZ04,ANG MO KIO,AM,NORTH-EAST REGION,NER
2858,54251,Ang Mo Kio Ave 5,Aft Grandeur 8,1.37689002832989,103.84617199453344,16.157894736842106,2.464285714285714,45.07017543859649,13.589285714285714,ANG MO KIO TOWN CENTRE,AMSZ01,ANG MO KIO,AM,NORTH-EAST REGION,NER
2859,54259,Ang Mo Kio Ave 5,Opp Grandeur 8,1.3772094440158,103.84628222196814,64.68518518518519,15.222222222222221,9.796296296296296,1.037037037037037,YIO CHU KANG,AMSZ10,ANG MO KIO,AM,NORTH-EAST REGION,NER
2860,54261,Ang Mo Kio Ave 3,Aft Ang Mo Kio Stn Exit A,1.36946941916508,103.85075454495572,11196.809523809523,3399.6507936507937,3011.5238095238096,968.2222222222222,CHENG SAN,AMSZ02,ANG MO KIO,AM,NORTH-EAST REGION,NER
2861,54269,Ang Mo Kio Ave 3,Opp Ang Mo Kio Stn,1.36921006543476,103.85111893571647,1311.515625,403.26984126984127,7624.359375,2405.7301587301586,CHONG BOON,AMSZ03,ANG MO KIO,AM,NORTH-EAST REGION,NER
2862,54271,Ang Mo Kio Ave 3,Blk 586,1.36996326781056,103.85356664655984,631.1746031746031,189.0952380952381,1127.7619047619048,397.22222222222223,CHENG SAN,AMSZ02,ANG MO KIO,AM,NORTH-EAST REGION,NER
2863,54279,Ang Mo Kio Ave 3,Blk 427,1.36968919033429,103.85404760550173,518.2258064516129,194.21311475409837,623.483870967742,207.39344262295083,CHONG BOON,AMSZ03,ANG MO KIO,AM,NORTH-EAST REGION,NER
2864,54281,Ang Mo Kio Ave 3,Blk 570,1.3694902568174,103.85601277845504,1090.6349206349207,442.4920634920635,1909.3333333333333,747.8571428571429,CHENG SAN,AMSZ02,ANG MO KIO,AM,NORTH-EAST REGION,NER
2865,54289,Ang Mo Kio Ave 3,Blk 452,1.369199,103.855901,1997.265625,853.5238095238095,1787.875,744.3809523809524,CHONG BOON,AMSZ03,ANG MO KIO,AM,NORTH-EAST REGION,NER
2866,54291,Ang Mo Kio Ave 3,Blk 564,1.36918861426324,103.85886147831553,756.2063492063492,230.79365079365078,1393.4285714285713,486.26984126984127,CHENG SAN,AMSZ02,ANG MO KIO,AM,NORTH-EAST REGION,NER
2867,54299,Ang Mo Kio Ave 3,Opp Blk 565,1.36890152697813,103.85832656880861,1635.3666666666666,540.7666666666667,863.8,248.13333333333333,CHONG BOON,AMSZ03,ANG MO KIO,AM,NORTH-EAST REGION,NER
2868,54301,Ang Mo Kio Ave 3,Blk 5022,1.37019500530585,103.86284675062745,287.06666666666666,61.20967741935484,533.2666666666667,124.3225806451613,SERANGOON NORTH IND ESTATE,SGSZ02,SERANGOON,SG,NORTH-EAST REGION,NER
2869,54309,Ang Mo Kio Ave 3,Opp Blk 5022,1.36988835306854,103.86306604022437,361.1333333333333,92.43333333333334,339.98333333333335,77.15,SERANGOON GARDEN,SGSZ04,SERANGOON,SG,NORTH-EAST REGION,NER
2870,54311,Ang Mo Kio Ave 8,Blk 332,1.36143610819625,103.85257506359629,1106.2222222222222,392.65625,1402.2857142857142,490.609375,TOWNSVILLE,AMSZ04,ANG MO KIO,AM,NORTH-EAST REGION,NER
2871,54319,Ang Mo Kio Ave 8,Opp Christ The King Ch,1.36205969144532,103.85305482306448,1259.2222222222222,444.65625,971.7460317460317,364.25,CHONG BOON,AMSZ03,ANG MO KIO,AM,NORTH-EAST REGION,NER
2872,54321,Ang Mo Kio Ave 8,Blk 354,1.3639846735447,103.85237785571755,961.7936507936508,332.0625,859.7142857142857,251.765625,TOWNSVILLE,AMSZ04,ANG MO KIO,AM,NORTH-EAST REGION,NER
2873,54329,Ang Mo Kio Ave 8,Blk 420,1.36449772525141,103.85247983714417,1226.5873015873017,355.3125,1202.8095238095239,409.109375,CHONG BOON,AMSZ03,ANG MO KIO,AM,NORTH-EAST REGION,NER
2874,54331,Ang Mo Kio Ave 8,Blk 346,1.36719473720813,103.85056845375878,342.2063492063492,105.96875,567.9047619047619,194.109375,TOWNSVILLE,AMSZ04,ANG MO KIO,AM,NORTH-EAST REGION,NER
2875,54339,Ang Mo Kio Ave 8,Blk 422,1.3678447007404,103.85057966582927,1385.5396825396826,465.765625,345.07936507936506,114.34375,CHONG BOON,AMSZ03,ANG MO KIO,AM,NORTH-EAST REGION,NER
2876,54341,Ang Mo Kio Ave 8,Opp Blk 504,1.37462142095238,103.84782467173312,148.2622950819672,44.442622950819676,324.344262295082,100.42622950819673,ANG MO KIO TOWN CENTRE,AMSZ01,ANG MO KIO,AM,NORTH-EAST REGION,NER
2877,54349,Ang Mo Kio Ave 8,Blk 504,1.37477333299627,103.84810527802902,318.21666666666664,102.50819672131148,268.6,97.8360655737705,CHENG SAN,AMSZ02,ANG MO KIO,AM,NORTH-EAST REGION,NER
2878,54351,Ang Mo Kio Ave 5,Nanyang Poly,1.37647777885877,103.85003474200923,974.4833333333333,80.28333333333333,481.5,49.166666666666664,YIO CHU KANG EAST,AMSZ12,ANG MO KIO,AM,NORTH-EAST REGION,NER
2879,54359,Ang Mo Kio Ave 5,Blk 502,1.37615334768079,103.8499921086812,883.9206349206349,159.984126984127,1038.6984126984128,138.0,CHENG SAN,AMSZ02,ANG MO KIO,AM,NORTH-EAST REGION,NER
2880,54369,Ang Mo Kio Ind Pk 1,Opp Blk 4025,1.35874638898802,103.85588277797046,394.758064516129,71.06349206349206,306.0483870967742,44.55555555555556,CHONG BOON,AMSZ03,ANG MO KIO,AM,NORTH-EAST REGION,NER
2881,54371,Ang Mo Kio Ave 10,Blk 409A,1.36238306289968,103.85568284134345,2464.936507936508,971.1111111111111,1554.1746031746031,543.968253968254,CHONG BOON,AMSZ03,ANG MO KIO,AM,NORTH-EAST REGION,NER
2882,54379,Ang Mo Kio Ave 10,Blk 475,1.36288998904353,103.85594804936484,1303.3650793650793,483.87301587301585,2269.3492063492063,874.4761904761905,CHONG BOON,AMSZ03,ANG MO KIO,AM,NORTH-EAST REGION,NER
2883,54381,Ang Mo Kio Ave 10,Blk 443,1.3657416739059,103.85608617430734,1278.5396825396826,409.6666666666667,1194.142857142857,405.3015873015873,CHONG BOON,AMSZ03,ANG MO KIO,AM,NORTH-EAST REGION,NER
2884,54389,Ang Mo Kio Ave 10,Blk 465,1.36638973614786,103.85660537812751,1610.111111111111,508.58730158730157,2072.9523809523807,642.2857142857143,CHONG BOON,AMSZ03,ANG MO KIO,AM,NORTH-EAST REGION,NER
2885,54391,Ang Mo Kio Ave 8,Aft Ang Mo Kio Int,1.37161972202016,103.8482886110145,1806.873015873016,701.241935483871,622.1428571428571,238.40322580645162,ANG MO KIO TOWN CENTRE,AMSZ01,ANG MO KIO,AM,NORTH-EAST REGION,NER
2886,54399,Ang Mo Kio Ave 8,Bef Ang Mo Kio Stn Exit B,1.37137302300723,103.84866111647399,182.0,69.39682539682539,3011.936507936508,1052.095238095238,CHENG SAN,AMSZ02,ANG MO KIO,AM,NORTH-EAST REGION,NER
2887,54401,Ang Mo Kio St 52,Blk 522,1.3729466814704,103.8516353477965,127.04761904761905,26.444444444444443,414.04761904761904,131.36507936507937,CHENG SAN,AMSZ02,ANG MO KIO,AM,NORTH-EAST REGION,NER
2888,54409,Ang Mo Kio St 52,Opp Blk 522,1.37270833297137,103.85213888899418,357.0,99.71428571428571,129.71428571428572,17.317460317460316,CHENG SAN,AMSZ02,ANG MO KIO,AM,NORTH-EAST REGION,NER
2889,54411,Ang Mo Kio St 52,Blk 527,1.37235305596731,103.8542291670297,342.42857142857144,152.4126984126984,678.5714285714286,268.77777777777777,CHENG SAN,AMSZ02,ANG MO KIO,AM,NORTH-EAST REGION,NER
2890,54419,Ang Mo Kio St 52,Opp Blk 527,1.37206167776818,103.8548909469337,524.8412698412699,208.6031746031746,80.01587301587301,36.20634920634921,CHENG SAN,AMSZ02,ANG MO KIO,AM,NORTH-EAST REGION,NER
2891,54429,Ang Mo Kio St 54,Blk 561,1.370346604537,103.8581855234859,326.41269841269843,114.46031746031746,279.23809523809524,92.7936507936508,CHENG SAN,AMSZ02,ANG MO KIO,AM,NORTH-EAST REGION,NER
2892,54439,Ang Mo Kio St 54,Blk 549,1.37328474238491,103.85715387505564,538.8253968253969,169.55555555555554,392.85714285714283,128.87301587301587,CHENG SAN,AMSZ02,ANG MO KIO,AM,NORTH-EAST REGION,NER
2893,54441,Ang Mo Kio St 53,Blk 507,1.37418169489017,103.85076922983178,247.0952380952381,51.25396825396825,109.77777777777777,42.25396825396825,CHENG SAN,AMSZ02,ANG MO KIO,AM,NORTH-EAST REGION,NER
2894,54449,Ang Mo Kio St 53,Opp Blk 507,1.3746081045073,103.85088955053739,152.0793650793651,48.38709677419355,380.2063492063492,99.09677419354838,CHENG SAN,AMSZ02,ANG MO KIO,AM,NORTH-EAST REGION,NER
2895,54451,Ang Mo Kio Ave 5,Blk 643,1.37723501808517,103.84059645206445,451.12698412698415,157.17460317460316,435.93650793650795,135.22222222222223,YIO CHU KANG WEST,AMSZ09,ANG MO KIO,AM,NORTH-EAST REGION,NER
2896,54459,Ang Mo Kio Ave 5,Blk 151,1.37693336122245,103.84120098441312,134.94736842105263,44.75438596491228,455.7543859649123,166.3684210526316,KEBUN BAHRU,AMSZ06,ANG MO KIO,AM,NORTH-EAST REGION,NER
2897,54461,Ang Mo Kio Ave 5,Blk 649,1.37747997146347,103.84339938777067,346.2857142857143,122.16129032258064,220.53968253968253,76.88709677419355,YIO CHU KANG WEST,AMSZ09,ANG MO KIO,AM,NORTH-EAST REGION,NER
2898,54469,Ang Mo Kio Ave 5,Opp Blk 649,1.3772016702489,103.84349683756662,42.80701754385965,12.690909090909091,48.280701754385966,20.10909090909091,KEBUN BAHRU,AMSZ06,ANG MO KIO,AM,NORTH-EAST REGION,NER
2899,54471,Ang Mo Kio Ave 5,Opp Blk 538,1.37613470846106,103.853296559924,205.73333333333332,60.15,305.1,96.73333333333333,YIO CHU KANG EAST,AMSZ12,ANG MO KIO,AM,NORTH-EAST REGION,NER
2900,54479,Ang Mo Kio Ave 5,Blk 538,1.37579335077466,103.853200441537,786.1333333333333,217.08333333333334,339.93333333333334,93.11666666666666,CHENG SAN,AMSZ02,ANG MO KIO,AM,NORTH-EAST REGION,NER
2901,54481,Ang Mo Kio Ave 5,Ite Coll Ctrl,1.37599497932237,103.855765341723,1602.9166666666667,220.68333333333334,2750.0833333333335,209.4,YIO CHU KANG EAST,AMSZ12,ANG MO KIO,AM,NORTH-EAST REGION,NER
2902,54489,Ang Mo Kio Ave 5,Opp Ite Coll Ctrl,1.37566138900563,103.855796667004,2700.0833333333335,239.9,1511.5,220.48333333333332,CHENG SAN,AMSZ02,ANG MO KIO,AM,NORTH-EAST REGION,NER
2903,54491,Ang Mo Kio Ave 5,Aft CTE,1.37717165299187,103.86010323265269,75.35,18.220338983050848,89.71666666666667,25.52542372881356,SELETAR HILLS,SGSZ01,SERANGOON,SG,NORTH-EAST REGION,NER
2904,54499,Ang Mo Kio Ave 5,Bef CTE,1.37700806651463,103.86055355422364,114.59322033898304,26.633333333333333,128.67796610169492,27.833333333333332,SERANGOON NORTH IND ESTATE,SGSZ02,SERANGOON,SG,NORTH-EAST REGION,NER
2905,54501,Ang Mo Kio Ave 5,Opp AMK Ind Pk 2,1.37787138898682,103.86266305598139,171.26666666666668,41.932203389830505,518.05,134.864406779661,SELETAR HILLS,SGSZ01,SERANGOON,SG,NORTH-EAST REGION,NER
2906,54509,Ang Mo Kio Ave 5,Aft Blk 5000,1.37758835823729,103.86257049780349,562.5,174.11666666666667,195.13333333333333,58.0,SERANGOON NORTH IND ESTATE,SGSZ02,SERANGOON,SG,NORTH-EAST REGION,NER
2907,54511,Ang Mo Kio Ind Pk 2,Blk 5028,1.37167638225112,103.86344756349828,36.220338983050844,7.649122807017544,123.64406779661017,32.19298245614035,SERANGOON NORTH IND ESTATE,SGSZ02,SERANGOON,SG,NORTH-EAST REGION,NER
2908,54519,Ang Mo Kio Ind Pk 2,Opp Blk 5023,1.37121805600151,103.86373555598497,183.66666666666666,45.13793103448276,82.9,18.982758620689655,SERANGOON NORTH IND ESTATE,SGSZ02,SERANGOON,SG,NORTH-EAST REGION,NER
2909,54521,Ang Mo Kio Ind Pk 2,Blk 5046,1.37342640743158,103.86288750616447,11.654545454545454,2.017241379310345,163.3272727272727,32.91379310344828,SERANGOON NORTH IND ESTATE,SGSZ02,SERANGOON,SG,NORTH-EAST REGION,NER
